Date,Store,Product_Category,Region,Year,Month,Day,DayOfWeek,WeekOfYear,Quarter,IsWeekend,IsMonthStart,IsMonthEnd,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,DayOfYear,DayOfYear_sin,DayOfYear_cos,Store_Encoded,Category_Encoded,Region_Encoded,Sales_Lag_7,Sales_Lag_14,Sales_Lag_21,Sales_Lag_30,Sales_RollingMean_7,Sales_RollingMean_14,Sales_RollingMean_30,Sales_RollingStd_7,Sales_RollingStd_14,Sales_RollingStd_30,Predicted_Sales
2025-04-14,Store_C,Food & Beverages,East,2025,4,14,0,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,104,0.9760105506323683,-0.21772323039653177,2,4,0,0,0,0,0,0,0,0,0,0,0,305.03890561873766
2025-04-15,Store_A,Electronics,North,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,0,0,2,0,0,0,0,0,0,0,0,0,0,321.5918995037309
2025-04-15,Store_A,Clothing,East,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,0,1,0,0,0,0,0,0,0,0,0,0,0,320.3400516106547
2025-04-15,Store_A,Home & Garden,East,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,0,2,0,0,0,0,0,0,0,0,0,0,0,319.84316759185725
2025-04-15,Store_A,Sports,West,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,0,3,1,0,0,0,0,0,0,0,0,0,0,312.2668276489284
2025-04-15,Store_A,Food & Beverages,East,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,0,4,0,0,0,0,0,0,0,0,0,0,0,307.92441869184415
2025-04-15,Store_B,Electronics,East,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,1,0,0,0,0,0,0,0,0,0,0,0,0,318.14693992149006
2025-04-15,Store_B,Clothing,North,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,1,1,2,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-15,Store_B,Home & Garden,South,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,1,2,3,0,0,0,0,0,0,0,0,0,0,318.90190379576876
2025-04-15,Store_B,Sports,West,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,1,3,1,0,0,0,0,0,0,0,0,0,0,310.0737159597638
2025-04-15,Store_B,Food & Beverages,East,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,1,4,0,0,0,0,0,0,0,0,0,0,0,305.7313070026795
2025-04-15,Store_C,Electronics,South,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,2,0,3,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-15,Store_C,Clothing,West,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,2,1,1,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-15,Store_C,Home & Garden,West,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,2,2,1,0,0,0,0,0,0,0,0,0,0,318.90190379576876
2025-04-15,Store_C,Sports,West,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,2,3,1,0,0,0,0,0,0,0,0,0,0,310.0737159597638
2025-04-15,Store_C,Food & Beverages,North,2025,4,15,1,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,105,0.9721181966290613,-0.23449138957040985,2,4,2,0,0,0,0,0,0,0,0,0,0,304.3742499247918
2025-04-16,Store_A,Electronics,West,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,0,0,1,0,0,0,0,0,0,0,0,0,0,321.5918995037309
2025-04-16,Store_A,Clothing,North,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,0,1,2,0,0,0,0,0,0,0,0,0,0,321.5918995037309
2025-04-16,Store_A,Home & Garden,North,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,0,2,2,0,0,0,0,0,0,0,0,0,0,321.0950154849334
2025-04-16,Store_A,Sports,East,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,0,3,0,0,0,0,0,0,0,0,0,0,0,311.01497975585227
2025-04-16,Store_A,Food & Beverages,West,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,0,4,1,0,0,0,0,0,0,0,0,0,0,309.1762665849203
2025-04-16,Store_B,Electronics,East,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,1,0,0,0,0,0,0,0,0,0,0,0,0,318.14693992149006
2025-04-16,Store_B,Clothing,North,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,1,1,2,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-16,Store_B,Home & Garden,East,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,1,2,0,0,0,0,0,0,0,0,0,0,0,317.6500559026926
2025-04-16,Store_B,Sports,West,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,1,3,1,0,0,0,0,0,0,0,0,0,0,310.0737159597638
2025-04-16,Store_B,Food & Beverages,North,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,1,4,2,0,0,0,0,0,0,0,0,0,0,306.98315489575566
2025-04-16,Store_C,Electronics,North,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,2,0,2,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-16,Store_C,Clothing,North,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,2,1,2,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-16,Store_C,Home & Garden,South,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,2,2,3,0,0,0,0,0,0,0,0,0,0,318.90190379576876
2025-04-16,Store_C,Sports,South,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,2,3,3,0,0,0,0,0,0,0,0,0,0,310.0737159597638
2025-04-16,Store_C,Food & Beverages,West,2025,4,16,2,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,106,0.9679377830240642,-0.25119006388481935,2,4,1,0,0,0,0,0,0,0,0,0,0,304.3742499247918
2025-04-17,Store_A,Electronics,South,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,0,0,3,0,0,0,0,0,0,0,0,0,0,321.5918995037309
2025-04-17,Store_A,Clothing,South,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,0,1,3,0,0,0,0,0,0,0,0,0,0,321.5918995037309
2025-04-17,Store_A,Home & Garden,East,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,0,2,0,0,0,0,0,0,0,0,0,0,0,319.84316759185725
2025-04-17,Store_A,Sports,South,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,0,3,3,0,0,0,0,0,0,0,0,0,0,312.2668276489284
2025-04-17,Store_A,Food & Beverages,North,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,0,4,2,0,0,0,0,0,0,0,0,0,0,309.1762665849203
2025-04-17,Store_B,Electronics,South,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,1,0,3,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-17,Store_B,Clothing,West,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,1,1,1,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-17,Store_B,Home & Garden,West,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,1,2,1,0,0,0,0,0,0,0,0,0,0,318.90190379576876
2025-04-17,Store_B,Sports,South,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,1,3,3,0,0,0,0,0,0,0,0,0,0,310.0737159597638
2025-04-17,Store_B,Food & Beverages,South,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,1,4,3,0,0,0,0,0,0,0,0,0,0,306.98315489575566
2025-04-17,Store_C,Electronics,West,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,2,0,1,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-17,Store_C,Clothing,North,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,2,1,2,0,0,0,0,0,0,0,0,0,0,319.3987878145662
2025-04-17,Store_C,Home & Garden,North,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,2,2,2,0,0,0,0,0,0,0,0,0,0,318.90190379576876
2025-04-17,Store_C,Sports,South,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,2,3,3,0,0,0,0,0,0,0,0,0,0,310.0737159597638
2025-04-17,Store_C,Food & Beverages,North,2025,4,17,3,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,107,0.9634705485641488,-0.2678143051621742,2,4,2,0,0,0,0,0,0,0,0,0,0,304.3742499247918
2025-04-18,Store_A,Electronics,East,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,0,0,0,0,0,0,0,0,0,0,0,0,0,317.82058511756935
2025-04-18,Store_A,Clothing,East,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,0,1,0,0,0,0,0,0,0,0,0,0,0,317.82058511756935
2025-04-18,Store_A,Home & Garden,East,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,0,2,0,0,0,0,0,0,0,0,0,0,0,317.3237010987719
2025-04-18,Store_A,Sports,West,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,0,3,1,0,0,0,0,0,0,0,0,0,0,309.74736115584307
2025-04-18,Store_A,Food & Beverages,East,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,0,4,0,0,0,0,0,0,0,0,0,0,0,305.4049521987588
2025-04-18,Store_B,Electronics,West,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,1,0,1,0,0,0,0,0,0,0,0,0,0,316.87932132148086
2025-04-18,Store_B,Clothing,South,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,1,1,3,0,0,0,0,0,0,0,0,0,0,316.87932132148086
2025-04-18,Store_B,Home & Garden,North,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,1,2,2,0,0,0,0,0,0,0,0,0,0,316.3824373026834
2025-04-18,Store_B,Sports,East,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,1,3,0,0,0,0,0,0,0,0,0,0,0,306.30240157360225
2025-04-18,Store_B,Food & Beverages,West,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,1,4,1,0,0,0,0,0,0,0,0,0,0,304.4636884026703
2025-04-18,Store_C,Electronics,North,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,2,0,2,0,0,0,0,0,0,0,0,0,0,316.87932132148086
2025-04-18,Store_C,Clothing,West,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,2,1,1,0,0,0,0,0,0,0,0,0,0,316.87932132148086
2025-04-18,Store_C,Home & Garden,West,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,2,2,1,0,0,0,0,0,0,0,0,0,0,316.3824373026834
2025-04-18,Store_C,Sports,North,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,2,3,2,0,0,0,0,0,0,0,0,0,0,307.5542494666784
2025-04-18,Store_C,Food & Beverages,East,2025,4,18,4,16,2,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,108,0.9587178169872964,-0.2843591872810034,2,4,0,0,0,0,0,0,0,0,0,0,0,300.6029355386303
2025-04-19,Store_A,Electronics,West,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,0,0,1,0,0,0,0,0,0,0,0,0,0,269.9246557134081
2025-04-19,Store_A,Clothing,South,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,0,1,3,0,0,0,0,0,0,0,0,0,0,269.8563760493497
2025-04-19,Store_A,Home & Garden,South,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,0,2,3,0,0,0,0,0,0,0,0,0,0,269.35949203055225
2025-04-19,Store_A,Sports,East,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,0,3,0,0,0,0,0,0,0,0,0,0,0,262.48253476409667
2025-04-19,Store_A,Food & Beverages,East,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,0,4,0,0,0,0,0,0,0,0,0,0,0,257.8780827050317
2025-04-19,Store_B,Electronics,East,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,1,0,0,0,0,0,0,0,0,0,0,0,0,267.1662533274229
2025-04-19,Store_B,Clothing,South,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,1,1,3,0,0,0,0,0,0,0,0,0,0,267.66326436018505
2025-04-19,Store_B,Home & Garden,East,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,1,2,0,0,0,0,0,0,0,0,0,0,0,266.66936930862545
2025-04-19,Store_B,Sports,South,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,1,3,3,0,0,0,0,0,0,0,0,0,0,260.78643410769416
2025-04-19,Store_B,Food & Beverages,North,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,1,4,2,0,0,0,0,0,0,0,0,0,0,256.2502617126876
2025-04-19,Store_C,Electronics,North,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,2,0,2,0,0,0,0,0,0,0,0,0,0,267.7315440242434
2025-04-19,Store_C,Clothing,South,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,2,1,3,0,0,0,0,0,0,0,0,0,0,267.66326436018505
2025-04-19,Store_C,Home & Garden,South,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,2,2,3,0,0,0,0,0,0,0,0,0,0,267.1663803413876
2025-04-19,Store_C,Sports,East,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,2,3,0,0,0,0,0,0,0,0,0,0,0,260.289423074932
2025-04-19,Store_C,Food & Beverages,North,2025,4,19,5,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,109,0.9536809966304457,-0.30081980763566735,2,4,2,0,0,0,0,0,0,0,0,0,0,253.64135674172374
2025-04-20,Store_A,Electronics,West,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,0,0,1,0,0,0,0,0,0,0,0,0,0,269.92611517174043
2025-04-20,Store_A,Clothing,West,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,0,1,1,0,0,0,0,0,0,0,0,0,0,269.92611517174043
2025-04-20,Store_A,Home & Garden,East,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,0,2,0,0,0,0,0,0,0,0,0,0,0,268.86394045612246
2025-04-20,Store_A,Sports,East,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,0,3,0,0,0,0,0,0,0,0,0,0,0,262.48399422242903
2025-04-20,Store_A,Food & Beverages,East,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,0,4,0,0,0,0,0,0,0,0,0,0,0,257.8795421633641
2025-04-20,Store_B,Electronics,South,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,1,0,3,0,0,0,0,0,0,0,0,0,0,267.6647238185174
2025-04-20,Store_B,Clothing,East,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,1,1,0,0,0,0,0,0,0,0,0,0,0,267.16771278575527
2025-04-20,Store_B,Home & Garden,South,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,1,2,3,0,0,0,0,0,0,0,0,0,0,267.16783979971996
2025-04-20,Store_B,Sports,West,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,1,3,1,0,0,0,0,0,0,0,0,0,0,260.8561732300849
2025-04-20,Store_B,Food & Beverages,East,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,1,4,0,0,0,0,0,0,0,0,0,0,0,255.6864304741995
2025-04-20,Store_C,Electronics,West,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,2,0,1,0,0,0,0,0,0,0,0,0,0,267.7330034825758
2025-04-20,Store_C,Clothing,East,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,2,1,0,0,0,0,0,0,0,0,0,0,0,267.16771278575527
2025-04-20,Store_C,Home & Garden,East,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,2,2,0,0,0,0,0,0,0,0,0,0,0,266.6708287669578
2025-04-20,Store_C,Sports,North,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,2,3,2,0,0,0,0,0,0,0,0,0,0,260.8561732300849
2025-04-20,Store_C,Food & Beverages,South,2025,4,20,6,16,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,110,0.9483615800121715,-0.3171912885891061,2,4,3,0,0,0,0,0,0,0,0,0,0,253.5745365359977
2025-04-21,Store_A,Electronics,South,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,0,0,3,0,0,0,0,0,0,0,0,0,0,322.9695477954393
2025-04-21,Store_A,Clothing,South,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,0,1,3,0,0,0,0,0,0,0,0,0,0,322.9695477954393
2025-04-21,Store_A,Home & Garden,South,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,0,2,3,0,0,0,0,0,0,0,0,0,0,322.47266377664187
2025-04-21,Store_A,Sports,West,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,0,3,1,0,0,0,0,0,0,0,0,0,0,313.6444759406369
2025-04-21,Store_A,Food & Beverages,East,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,0,4,0,0,0,0,0,0,0,0,0,0,0,309.3020669835526
2025-04-21,Store_B,Electronics,South,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,1,0,3,0,0,0,0,0,0,0,0,0,0,321.3167508599206
2025-04-21,Store_B,Clothing,East,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,1,1,0,0,0,0,0,0,0,0,0,0,0,320.06490296684444
2025-04-21,Store_B,Home & Garden,East,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,1,2,0,0,0,0,0,0,0,0,0,0,0,319.568018948047
2025-04-21,Store_B,Sports,South,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,1,3,3,0,0,0,0,0,0,0,0,0,0,311.99167900511816
2025-04-21,Store_B,Food & Beverages,West,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,1,4,1,0,0,0,0,0,0,0,0,0,0,308.90111794111004
2025-04-21,Store_C,Electronics,West,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,2,0,1,0,0,0,0,0,0,0,0,0,0,321.3167508599206
2025-04-21,Store_C,Clothing,South,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,2,1,3,0,0,0,0,0,0,0,0,0,0,321.3167508599206
2025-04-21,Store_C,Home & Garden,North,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,2,2,2,0,0,0,0,0,0,0,0,0,0,320.81986684112314
2025-04-21,Store_C,Sports,South,2025,4,21,0,17,2,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,111,0.9427611433904207,-0.3334687789181868,2,3,3,0,0,0,0,0,0,0,0,0,0,311.99167900511816
