Date,Store,Product_Category,Region,Sales,Quantity
2023-05-22,Store_A,Clothing,East,1070.47,6
2023-05-22,Store_A,Home & Garden,West,752.41,6
2023-05-22,Store_A,Sports,North,600.21,7
2023-05-22,Store_A,Food & Beverages,West,1723.16,7
2023-05-22,Store_B,Electronics,West,1306.37,4
2023-05-22,Store_B,Clothing,East,851.32,5
2023-05-22,Store_B,Home & Garden,North,738.96,6
2023-05-22,Store_B,Sports,East,374.86,4
2023-05-22,Store_B,Food & Beverages,West,1192.41,4
2023-05-22,Store_C,Electronics,East,925.0,3
2023-05-22,Store_C,Clothing,South,565.28,3
2023-05-22,Store_C,Home & Garden,East,595.62,4
2023-05-22,Store_C,Sports,East,317.73,3
2023-05-22,Store_C,Food & Beverages,East,1001.09,4
2023-05-23,Store_A,Electronics,West,2082.04,6
2023-05-23,Store_A,Clothing,North,1397.75,8
2023-05-23,Store_A,Home & Garden,North,966.06,8
2023-05-23,Store_A,Sports,East,488.87,6
2023-05-23,Store_A,Food & Beverages,East,2043.17,8
2023-05-23,Store_B,Electronics,West,1474.99,4
2023-05-23,Store_B,Clothing,East,797.05,4
2023-05-23,Store_B,Home & Garden,South,628.16,5
2023-05-23,Store_B,Sports,North,449.74,5
2023-05-23,Store_B,Food & Beverages,North,1335.24,5
2023-05-23,Store_C,Electronics,North,1364.85,4
2023-05-23,Store_C,Clothing,North,730.93,4
2023-05-23,Store_C,Home & Garden,South,446.41,3
2023-05-23,Store_C,Sports,North,349.99,4
2023-05-23,Store_C,Food & Beverages,East,1178.88,4
2023-05-24,Store_A,Electronics,West,2586.46,8
2023-05-24,Store_A,Clothing,North,868.98,5
2023-05-24,Store_A,Home & Garden,East,701.55,5
2023-05-24,Store_A,Sports,West,493.72,6
2023-05-24,Store_A,Food & Beverages,East,1764.51,7
2023-05-24,Store_B,Electronics,South,2119.36,7
2023-05-24,Store_B,Clothing,West,909.01,5
2023-05-24,Store_B,Home & Garden,South,725.81,6
2023-05-24,Store_B,Sports,West,446.0,5
2023-05-24,Store_B,Food & Beverages,East,1481.21,6
2023-05-24,Store_C,Electronics,South,1178.33,3
2023-05-24,Store_C,Clothing,North,681.93,4
2023-05-24,Store_C,Home & Garden,East,477.27,3
2023-05-24,Store_C,Sports,North,276.78,3
2023-05-24,Store_C,Food & Beverages,East,1126.14,4
2023-05-25,Store_A,Electronics,West,2369.17,7
2023-05-25,Store_A,Clothing,East,1313.73,8
2023-05-25,Store_A,Home & Garden,South,811.19,6
2023-05-25,Store_A,Sports,East,612.96,7
2023-05-25,Store_A,Food & Beverages,South,1890.42,7
2023-05-25,Store_B,Electronics,West,1845.65,6
2023-05-25,Store_B,Clothing,North,819.32,5
2023-05-25,Store_B,Home & Garden,South,508.95,4
2023-05-25,Store_B,Sports,North,402.08,5
2023-05-25,Store_B,Food & Beverages,East,1236.87,5
2023-05-25,Store_C,Electronics,West,1324.62,4
2023-05-25,Store_C,Clothing,South,654.62,4
2023-05-25,Store_C,Home & Garden,West,530.37,4
2023-05-25,Store_C,Sports,North,362.4,4
2023-05-25,Store_C,Food & Beverages,East,1158.09,4
2023-05-26,Store_A,Electronics,East,2243.41,7
2023-05-26,Store_A,Clothing,North,1060.19,6
2023-05-26,Store_A,Home & Garden,North,912.07,7
2023-05-26,Store_A,Sports,North,470.39,5
2023-05-26,Store_A,Food & Beverages,South,1766.79,7
2023-05-26,Store_B,Electronics,North,1822.52,6
2023-05-26,Store_B,Clothing,East,848.43,5
2023-05-26,Store_B,Home & Garden,South,630.12,5
2023-05-26,Store_B,Sports,East,422.46,5
2023-05-26,Store_B,Food & Beverages,South,1468.61,6
2023-05-26,Store_C,Electronics,East,1458.25,4
2023-05-26,Store_C,Clothing,North,647.68,4
2023-05-26,Store_C,Home & Garden,East,545.88,4
2023-05-26,Store_C,Sports,North,385.81,4
2023-05-26,Store_C,Food & Beverages,South,1079.6,4
2023-05-27,Store_A,Electronics,West,1956.31,6
2023-05-27,Store_A,Clothing,South,761.73,4
2023-05-27,Store_A,Home & Garden,South,758.73,6
2023-05-27,Store_A,Sports,South,453.17,5
2023-05-27,Store_A,Food & Beverages,North,1252.28,5
2023-05-27,Store_B,Electronics,East,1195.64,3
2023-05-27,Store_B,Clothing,East,831.44,5
2023-05-27,Store_B,Home & Garden,West,649.01,5
2023-05-27,Store_B,Sports,West,382.11,4
2023-05-27,Store_B,Food & Beverages,West,1107.33,4
2023-05-27,Store_C,Electronics,West,976.83,3
2023-05-27,Store_C,Clothing,East,415.49,2
2023-05-27,Store_C,Home & Garden,East,427.85,3
2023-05-27,Store_C,Sports,West,310.89,3
2023-05-27,Store_C,Food & Beverages,North,1166.39,4
2023-05-28,Store_A,Electronics,North,2269.71,7
2023-05-28,Store_A,Clothing,West,836.93,5
2023-05-28,Store_A,Home & Garden,West,602.8,5
2023-05-28,Store_A,Sports,East,437.23,5
2023-05-28,Store_A,Food & Beverages,West,1290.66,5
2023-05-28,Store_B,Electronics,North,1240.43,4
2023-05-28,Store_B,Clothing,West,750.37,4
2023-05-28,Store_B,Home & Garden,West,612.42,5
2023-05-28,Store_B,Sports,East,333.18,4
2023-05-28,Store_B,Food & Beverages,West,714.51,2
2023-05-28,Store_C,Electronics,North,972.56,3
2023-05-28,Store_C,Clothing,North,532.63,3
2023-05-28,Store_C,Home & Garden,South,414.94,3
2023-05-28,Store_C,Sports,South,237.62,2
2023-05-28,Store_C,Food & Beverages,South,589.79,2
2023-05-29,Store_A,Electronics,North,2226.81,7
2023-05-29,Store_A,Clothing,South,1080.15,6
2023-05-29,Store_A,Home & Garden,West,656.24,5
2023-05-29,Store_A,Sports,South,536.44,6
2023-05-29,Store_A,Food & Beverages,West,1844.55,7
2023-05-29,Store_B,Electronics,South,1580.56,5
2023-05-29,Store_B,Clothing,West,900.21,5
2023-05-29,Store_B,Home & Garden,South,758.08,6
2023-05-29,Store_B,Sports,East,506.16,6
2023-05-29,Store_B,Food & Beverages,East,1534.78,6
2023-05-29,Store_C,Electronics,West,1176.97,3
2023-05-29,Store_C,Clothing,West,633.79,3
2023-05-29,Store_C,Home & Garden,South,509.1,4
2023-05-29,Store_C,Sports,North,419.93,5
2023-05-29,Store_C,Food & Beverages,West,1291.74,5
2023-05-30,Store_A,Electronics,North,1672.56,5
2023-05-30,Store_A,Clothing,East,1113.42,6
2023-05-30,Store_A,Home & Garden,South,682.42,5
2023-05-30,Store_A,Sports,North,489.33,6
2023-05-30,Store_A,Food & Beverages,South,1555.4,6
2023-05-30,Store_B,Electronics,East,1601.36,5
2023-05-30,Store_B,Clothing,West,1005.29,6
2023-05-30,Store_B,Home & Garden,West,678.49,5
2023-05-30,Store_B,Sports,East,370.36,4
2023-05-30,Store_B,Food & Beverages,North,1449.51,6
2023-05-30,Store_C,Electronics,South,1491.66,4
2023-05-30,Store_C,Clothing,South,818.39,5
2023-05-30,Store_C,Home & Garden,North,483.14,4
2023-05-30,Store_C,Sports,South,327.71,4
2023-05-30,Store_C,Food & Beverages,South,905.11,3
2023-05-31,Store_A,Electronics,East,2349.71,7
2023-05-31,Store_A,Clothing,South,1056.36,6
2023-05-31,Store_A,Home & Garden,North,719.19,5
2023-05-31,Store_A,Sports,South,495.21,6
2023-05-31,Store_A,Food & Beverages,West,1675.26,6
2023-05-31,Store_B,Electronics,East,1643.61,5
2023-05-31,Store_B,Clothing,North,788.74,4
2023-05-31,Store_B,Home & Garden,East,763.47,6
2023-05-31,Store_B,Sports,West,375.93,4
2023-05-31,Store_B,Food & Beverages,West,1599.66,6
2023-05-31,Store_C,Electronics,East,1800.97,6
2023-05-31,Store_C,Clothing,West,841.31,5
2023-05-31,Store_C,Home & Garden,East,531.14,4
2023-05-31,Store_C,Sports,East,293.64,3
2023-05-31,Store_C,Food & Beverages,West,1026.91,4
2023-06-01,Store_A,Electronics,East,2251.7,7
2023-06-01,Store_A,Clothing,North,1228.66,7
2023-06-01,Store_A,Home & Garden,West,864.74,7
2023-06-01,Store_A,Sports,North,537.95,6
2023-06-01,Store_A,Food & Beverages,East,2324.01,9
2023-06-01,Store_B,Electronics,West,2340.25,7
2023-06-01,Store_B,Clothing,West,857.72,5
2023-06-01,Store_B,Home & Garden,West,887.57,7
2023-06-01,Store_B,Sports,East,600.55,7
2023-06-01,Store_B,Food & Beverages,West,1703.21,7
2023-06-01,Store_C,Electronics,North,2021.87,6
2023-06-01,Store_C,Clothing,South,760.02,4
2023-06-01,Store_C,Home & Garden,East,542.6,4
2023-06-01,Store_C,Sports,West,529.2,6
2023-06-01,Store_C,Food & Beverages,East,1332.15,5
2023-06-02,Store_A,Electronics,West,2191.91,7
2023-06-02,Store_A,Clothing,South,1322.58,8
2023-06-02,Store_A,Home & Garden,North,1078.06,8
2023-06-02,Store_A,Sports,East,811.05,10
2023-06-02,Store_A,Food & Beverages,East,1866.62,7
2023-06-02,Store_B,Electronics,South,2201.23,7
2023-06-02,Store_B,Clothing,North,851.06,5
2023-06-02,Store_B,Home & Garden,East,645.39,5
2023-06-02,Store_B,Sports,West,596.3,7
2023-06-02,Store_B,Food & Beverages,East,1664.9,6
2023-06-02,Store_C,Electronics,North,1618.06,5
2023-06-02,Store_C,Clothing,South,701.78,4
2023-06-02,Store_C,Home & Garden,South,645.82,5
2023-06-02,Store_C,Sports,East,398.72,4
2023-06-02,Store_C,Food & Beverages,North,1313.94,5
2023-06-03,Store_A,Electronics,West,1173.12,3
2023-06-03,Store_A,Clothing,East,1045.14,6
2023-06-03,Store_A,Home & Garden,East,711.66,5
2023-06-03,Store_A,Sports,North,752.46,9
2023-06-03,Store_A,Food & Beverages,East,1714.21,7
2023-06-03,Store_B,Electronics,North,1530.86,5
2023-06-03,Store_B,Clothing,South,1058.11,6
2023-06-03,Store_B,Home & Garden,South,797.66,6
2023-06-03,Store_B,Sports,West,503.66,6
2023-06-03,Store_B,Food & Beverages,West,1272.46,5
2023-06-03,Store_C,Electronics,East,1303.16,4
2023-06-03,Store_C,Clothing,East,622.95,3
2023-06-03,Store_C,Home & Garden,North,487.88,4
2023-06-03,Store_C,Sports,West,374.4,4
2023-06-03,Store_C,Food & Beverages,West,1414.6,5
2023-06-04,Store_A,Electronics,East,1832.37,6
2023-06-04,Store_A,Clothing,West,577.42,3
2023-06-04,Store_A,Home & Garden,North,991.15,8
2023-06-04,Store_A,Sports,East,615.29,7
2023-06-04,Store_A,Food & Beverages,South,1756.47,7
2023-06-04,Store_B,Electronics,East,2226.73,7
2023-06-04,Store_B,Clothing,South,796.56,4
2023-06-04,Store_B,Home & Garden,East,621.61,5
2023-06-04,Store_B,Sports,North,476.3,5
2023-06-04,Store_B,Food & Beverages,North,1285.22,5
2023-06-04,Store_C,Electronics,North,1536.8,5
2023-06-04,Store_C,Clothing,East,827.14,5
2023-06-04,Store_C,Home & Garden,North,427.82,3
2023-06-04,Store_C,Sports,North,377.18,4
2023-06-04,Store_C,Food & Beverages,West,934.6,3
2023-06-05,Store_A,Electronics,West,2706.18,9
2023-06-05,Store_A,Clothing,South,1448.41,9
2023-06-05,Store_A,Home & Garden,West,838.93,6
2023-06-05,Store_A,Sports,West,809.46,10
2023-06-05,Store_A,Food & Beverages,West,2206.91,9
2023-06-05,Store_B,Electronics,West,2434.22,8
2023-06-05,Store_B,Clothing,East,1040.91,6
2023-06-05,Store_B,Home & Garden,West,784.98,6
2023-06-05,Store_B,Sports,South,669.71,8
2023-06-05,Store_B,Food & Beverages,East,1484.12,6
2023-06-05,Store_C,Electronics,East,1882.83,6
2023-06-05,Store_C,Clothing,West,696.85,4
2023-06-05,Store_C,Home & Garden,East,664.16,5
2023-06-05,Store_C,Sports,West,467.82,5
2023-06-05,Store_C,Food & Beverages,North,866.75,3
2023-06-06,Store_A,Electronics,South,2675.76,8
2023-06-06,Store_A,Clothing,South,1305.45,8
2023-06-06,Store_A,Home & Garden,West,1050.16,8
2023-06-06,Store_A,Sports,North,672.78,8
2023-06-06,Store_A,Food & Beverages,West,2331.36,9
2023-06-06,Store_B,Electronics,North,2188.46,7
2023-06-06,Store_B,Clothing,West,803.8,5
2023-06-06,Store_B,Home & Garden,North,895.85,7
2023-06-06,Store_B,Sports,West,631.28,7
2023-06-06,Store_B,Food & Beverages,East,2020.89,8
2023-06-06,Store_C,Electronics,West,1528.24,5
2023-06-06,Store_C,Clothing,North,863.02,5
2023-06-06,Store_C,Home & Garden,West,557.36,4
2023-06-06,Store_C,Sports,East,398.62,4
2023-06-06,Store_C,Food & Beverages,East,1283.63,5
2023-06-07,Store_A,Electronics,North,2491.31,8
2023-06-07,Store_A,Clothing,North,1414.46,8
2023-06-07,Store_A,Home & Garden,North,992.35,8
2023-06-07,Store_A,Sports,North,677.81,8
2023-06-07,Store_A,Food & Beverages,North,1074.55,4
2023-06-07,Store_B,Electronics,North,2065.53,6
2023-06-07,Store_B,Clothing,West,1180.12,7
2023-06-07,Store_B,Home & Garden,East,867.6,7
2023-06-07,Store_B,Sports,North,502.08,6
2023-06-07,Store_B,Food & Beverages,East,1722.75,7
2023-06-07,Store_C,Electronics,South,1131.5,3
2023-06-07,Store_C,Clothing,South,860.4,5
2023-06-07,Store_C,Home & Garden,East,721.45,6
2023-06-07,Store_C,Sports,North,521.16,6
2023-06-07,Store_C,Food & Beverages,North,1060.57,4
2023-06-08,Store_A,Electronics,West,2365.41,7
2023-06-08,Store_A,Clothing,North,1095.67,6
2023-06-08,Store_A,Home & Garden,West,906.71,7
2023-06-08,Store_A,Sports,West,667.47,8
2023-06-08,Store_A,Food & Beverages,East,2031.29,8
2023-06-08,Store_B,Electronics,East,2270.26,7
2023-06-08,Store_B,Clothing,South,741.21,4
2023-06-08,Store_B,Home & Garden,South,761.41,6
2023-06-08,Store_B,Sports,North,549.49,6
2023-06-08,Store_B,Food & Beverages,West,1835.19,7
2023-06-08,Store_C,Electronics,East,1904.32,6
2023-06-08,Store_C,Clothing,North,747.87,4
2023-06-08,Store_C,Home & Garden,East,651.62,5
2023-06-08,Store_C,Sports,West,359.5,4
2023-06-08,Store_C,Food & Beverages,North,1205.63,5
2023-06-09,Store_A,Electronics,East,3087.51,10
2023-06-09,Store_A,Clothing,South,1397.07,8
2023-06-09,Store_A,Home & Garden,North,1003.14,8
2023-06-09,Store_A,Sports,West,608.75,7
2023-06-09,Store_A,Food & Beverages,East,2382.97,9
2023-06-09,Store_B,Electronics,North,1791.34,5
2023-06-09,Store_B,Clothing,West,1167.55,7
2023-06-09,Store_B,Home & Garden,West,939.19,7
2023-06-09,Store_B,Sports,East,740.6,9
2023-06-09,Store_B,Food & Beverages,South,1332.84,5
2023-06-09,Store_C,Electronics,North,1355.71,4
2023-06-09,Store_C,Clothing,West,973.85,6
2023-06-09,Store_C,Home & Garden,East,677.83,5
2023-06-09,Store_C,Sports,West,374.84,4
2023-06-09,Store_C,Food & Beverages,East,1258.69,5
2023-06-10,Store_A,Electronics,South,2226.1,7
2023-06-10,Store_A,Clothing,South,1092.94,6
2023-06-10,Store_A,Home & Garden,East,757.24,6
2023-06-10,Store_A,Sports,West,433.11,5
2023-06-10,Store_A,Food & Beverages,South,1440.73,6
2023-06-10,Store_B,Electronics,East,1723.72,5
2023-06-10,Store_B,Clothing,West,720.97,4
2023-06-10,Store_B,Home & Garden,East,661.18,5
2023-06-10,Store_B,Sports,West,386.68,4
2023-06-10,Store_B,Food & Beverages,East,1521.98,6
2023-06-10,Store_C,Electronics,North,1631.79,5
2023-06-10,Store_C,Clothing,West,714.1,4
2023-06-10,Store_C,Home & Garden,North,567.14,4
2023-06-10,Store_C,Sports,East,355.27,4
2023-06-10,Store_C,Food & Beverages,South,884.63,3
2023-06-11,Store_A,Electronics,North,1647.6,5
2023-06-11,Store_A,Clothing,East,1012.98,6
2023-06-11,Store_A,Home & Garden,East,974.11,8
2023-06-11,Store_A,Sports,East,651.46,8
2023-06-11,Store_A,Food & Beverages,North,1553.01,6
2023-06-11,Store_B,Electronics,East,1619.72,5
2023-06-11,Store_B,Clothing,East,770.42,4
2023-06-11,Store_B,Home & Garden,West,634.75,5
2023-06-11,Store_B,Sports,North,500.71,6
2023-06-11,Store_B,Food & Beverages,East,1138.37,4
2023-06-11,Store_C,Electronics,South,1727.25,5
2023-06-11,Store_C,Clothing,South,455.34,2
2023-06-11,Store_C,Home & Garden,East,425.59,3
2023-06-11,Store_C,Sports,South,330.22,4
2023-06-11,Store_C,Food & Beverages,South,981.14,4
2023-06-12,Store_A,Electronics,South,2644.18,8
2023-06-12,Store_A,Clothing,South,1020.82,6
2023-06-12,Store_A,Home & Garden,South,967.52,8
2023-06-12,Store_A,Sports,West,761.6,9
2023-06-12,Store_A,Food & Beverages,North,1996.68,8
2023-06-12,Store_B,Electronics,West,2002.86,6
2023-06-12,Store_B,Clothing,East,898.92,5
2023-06-12,Store_B,Home & Garden,East,873.9,7
2023-06-12,Store_B,Sports,South,467.07,5
2023-06-12,Store_B,Food & Beverages,West,1521.91,6
2023-06-12,Store_C,Electronics,North,1380.72,4
2023-06-12,Store_C,Clothing,West,714.54,4
2023-06-12,Store_C,Home & Garden,East,717.3,5
2023-06-12,Store_C,Sports,North,529.7,6
2023-06-12,Store_C,Food & Beverages,South,1469.07,6
2023-06-13,Store_A,Electronics,East,2638.68,8
2023-06-13,Store_A,Clothing,West,1473.39,9
2023-06-13,Store_A,Home & Garden,South,1394.33,11
2023-06-13,Store_A,Sports,South,714.87,8
2023-06-13,Store_A,Food & Beverages,South,1027.7,4
2023-06-13,Store_B,Electronics,South,2285.28,7
2023-06-13,Store_B,Clothing,West,952.64,5
2023-06-13,Store_B,Home & Garden,South,626.64,5
2023-06-13,Store_B,Sports,East,447.93,5
2023-06-13,Store_B,Food & Beverages,East,1306.55,5
2023-06-13,Store_C,Electronics,South,1863.95,6
2023-06-13,Store_C,Clothing,East,720.22,4
2023-06-13,Store_C,Home & Garden,West,479.75,3
2023-06-13,Store_C,Sports,West,413.39,5
2023-06-13,Store_C,Food & Beverages,South,1534.69,6
2023-06-14,Store_A,Electronics,East,2778.06,9
2023-06-14,Store_A,Clothing,East,1636.66,10
2023-06-14,Store_A,Home & Garden,North,1085.28,9
2023-06-14,Store_A,Sports,North,534.74,6
2023-06-14,Store_A,Food & Beverages,East,1967.49,8
2023-06-14,Store_B,Electronics,West,2000.45,6
2023-06-14,Store_B,Clothing,South,1021.07,6
2023-06-14,Store_B,Home & Garden,South,760.56,6
2023-06-14,Store_B,Sports,West,556.85,6
2023-06-14,Store_B,Food & Beverages,West,1637.81,6
2023-06-14,Store_C,Electronics,East,1521.12,5
2023-06-14,Store_C,Clothing,East,672.07,4
2023-06-14,Store_C,Home & Garden,South,636.08,5
2023-06-14,Store_C,Sports,West,312.47,3
2023-06-14,Store_C,Food & Beverages,South,804.51,3
2023-06-15,Store_A,Electronics,North,1990.9,6
2023-06-15,Store_A,Clothing,East,1488.6,9
2023-06-15,Store_A,Home & Garden,East,969.71,8
2023-06-15,Store_A,Sports,West,662.37,8
2023-06-15,Store_A,Food & Beverages,North,2046.6,8
2023-06-15,Store_B,Electronics,North,2128.23,7
2023-06-15,Store_B,Clothing,North,1145.25,7
2023-06-15,Store_B,Home & Garden,West,810.66,6
2023-06-15,Store_B,Sports,South,625.59,7
2023-06-15,Store_B,Food & Beverages,East,1686.43,7
2023-06-15,Store_C,Electronics,North,1433.05,4
2023-06-15,Store_C,Clothing,East,633.82,3
2023-06-15,Store_C,Home & Garden,South,768.57,6
2023-06-15,Store_C,Sports,North,369.88,4
2023-06-15,Store_C,Food & Beverages,East,1149.03,4
2023-06-16,Store_A,Electronics,West,2981.55,9
2023-06-16,Store_A,Clothing,East,1939.23,12
2023-06-16,Store_A,Home & Garden,West,929.59,7
2023-06-16,Store_A,Sports,North,604.22,7
2023-06-16,Store_A,Food & Beverages,North,1240.95,5
2023-06-16,Store_B,Electronics,South,2381.4,7
2023-06-16,Store_B,Clothing,East,872.84,5
2023-06-16,Store_B,Home & Garden,North,1060.05,8
2023-06-16,Store_B,Sports,North,579.1,7
2023-06-16,Store_B,Food & Beverages,South,1761.01,7
2023-06-16,Store_C,Electronics,North,1846.7,6
2023-06-16,Store_C,Clothing,North,961.6,6
2023-06-16,Store_C,Home & Garden,South,725.81,6
2023-06-16,Store_C,Sports,East,346.06,4
2023-06-16,Store_C,Food & Beverages,North,1236.99,5
2023-06-17,Store_A,Electronics,West,1973.81,6
2023-06-17,Store_A,Clothing,East,1423.35,8
2023-06-17,Store_A,Home & Garden,West,715.37,5
2023-06-17,Store_A,Sports,North,606.16,7
2023-06-17,Store_A,Food & Beverages,East,1699.19,7
2023-06-17,Store_B,Electronics,South,1307.58,4
2023-06-17,Store_B,Clothing,West,859.16,5
2023-06-17,Store_B,Home & Garden,South,525.39,4
2023-06-17,Store_B,Sports,South,464.88,5
2023-06-17,Store_B,Food & Beverages,East,1232.54,5
2023-06-17,Store_C,Electronics,West,1149.58,3
2023-06-17,Store_C,Clothing,East,899.65,5
2023-06-17,Store_C,Home & Garden,East,441.36,3
2023-06-17,Store_C,Sports,East,321.64,4
2023-06-17,Store_C,Food & Beverages,South,1177.95,4
2023-06-18,Store_A,Electronics,South,2834.79,9
2023-06-18,Store_A,Clothing,East,1093.08,6
2023-06-18,Store_A,Home & Garden,East,820.88,6
2023-06-18,Store_A,Sports,East,564.93,7
2023-06-18,Store_A,Food & Beverages,South,1531.99,6
2023-06-18,Store_B,Electronics,West,1820.65,6
2023-06-18,Store_B,Clothing,East,914.78,5
2023-06-18,Store_B,Home & Garden,West,425.44,3
2023-06-18,Store_B,Sports,North,451.84,5
2023-06-18,Store_B,Food & Beverages,West,1448.47,6
2023-06-18,Store_C,Electronics,West,1497.44,4
2023-06-18,Store_C,Clothing,West,850.4,5
2023-06-18,Store_C,Home & Garden,South,531.29,4
2023-06-18,Store_C,Sports,East,317.08,3
2023-06-18,Store_C,Food & Beverages,West,1115.89,4
2023-06-19,Store_A,Electronics,South,3203.57,10
2023-06-19,Store_A,Clothing,West,1322.46,8
2023-06-19,Store_A,Home & Garden,South,874.95,7
2023-06-19,Store_A,Sports,East,797.0,9
2023-06-19,Store_A,Food & Beverages,East,1775.85,7
2023-06-19,Store_B,Electronics,East,2173.68,7
2023-06-19,Store_B,Clothing,South,1076.96,6
2023-06-19,Store_B,Home & Garden,East,880.31,7
2023-06-19,Store_B,Sports,East,431.26,5
2023-06-19,Store_B,Food & Beverages,East,1331.36,5
2023-06-19,Store_C,Electronics,West,1414.3,4
2023-06-19,Store_C,Clothing,East,776.79,4
2023-06-19,Store_C,Home & Garden,East,701.66,5
2023-06-19,Store_C,Sports,South,425.36,5
2023-06-19,Store_C,Food & Beverages,East,1246.83,5
2023-06-20,Store_A,Electronics,North,2363.53,7
2023-06-20,Store_A,Clothing,North,1686.41,10
2023-06-20,Store_A,Home & Garden,South,860.01,7
2023-06-20,Store_A,Sports,North,690.43,8
2023-06-20,Store_A,Food & Beverages,East,2241.24,9
2023-06-20,Store_B,Electronics,West,1902.38,6
2023-06-20,Store_B,Clothing,North,908.95,5
2023-06-20,Store_B,Home & Garden,South,859.45,7
2023-06-20,Store_B,Sports,South,594.23,7
2023-06-20,Store_B,Food & Beverages,North,1542.86,6
2023-06-20,Store_C,Electronics,South,1519.56,5
2023-06-20,Store_C,Clothing,South,767.33,4
2023-06-20,Store_C,Home & Garden,West,653.14,5
2023-06-20,Store_C,Sports,North,356.88,4
2023-06-20,Store_C,Food & Beverages,West,1098.13,4
2023-06-21,Store_A,Electronics,East,2447.17,8
2023-06-21,Store_A,Clothing,South,1096.07,6
2023-06-21,Store_A,Home & Garden,North,1160.98,9
2023-06-21,Store_A,Sports,West,709.87,8
2023-06-21,Store_A,Food & Beverages,West,1756.87,7
2023-06-21,Store_B,Electronics,South,2329.53,7
2023-06-21,Store_B,Clothing,North,1132.75,7
2023-06-21,Store_B,Home & Garden,West,669.55,5
2023-06-21,Store_B,Sports,South,459.74,5
2023-06-21,Store_B,Food & Beverages,East,1492.89,6
2023-06-21,Store_C,Electronics,West,1488.16,4
2023-06-21,Store_C,Clothing,East,702.75,4
2023-06-21,Store_C,Home & Garden,North,441.74,3
2023-06-21,Store_C,Sports,South,378.76,4
2023-06-21,Store_C,Food & Beverages,North,1294.33,5
2023-06-22,Store_A,Electronics,West,2790.31,9
2023-06-22,Store_A,Clothing,South,1205.93,7
2023-06-22,Store_A,Home & Garden,South,1123.77,9
2023-06-22,Store_A,Sports,West,857.22,10
2023-06-22,Store_A,Food & Beverages,West,2439.67,10
2023-06-22,Store_B,Electronics,West,1492.78,4
2023-06-22,Store_B,Clothing,East,990.58,6
2023-06-22,Store_B,Home & Garden,South,885.27,7
2023-06-22,Store_B,Sports,West,459.51,5
2023-06-22,Store_B,Food & Beverages,North,1296.49,5
2023-06-22,Store_C,Electronics,West,1819.09,6
2023-06-22,Store_C,Clothing,East,1004.46,6
2023-06-22,Store_C,Home & Garden,South,639.42,5
2023-06-22,Store_C,Sports,West,427.14,5
2023-06-22,Store_C,Food & Beverages,South,1108.74,4
2023-06-23,Store_A,Electronics,North,2834.4,9
2023-06-23,Store_A,Clothing,West,1082.84,6
2023-06-23,Store_A,Home & Garden,West,1196.68,9
2023-06-23,Store_A,Sports,North,645.96,8
2023-06-23,Store_A,Food & Beverages,North,1638.22,6
2023-06-23,Store_B,Electronics,South,2577.57,8
2023-06-23,Store_B,Clothing,West,1077.57,6
2023-06-23,Store_B,Home & Garden,East,936.08,7
2023-06-23,Store_B,Sports,North,566.06,7
2023-06-23,Store_B,Food & Beverages,East,1218.02,5
2023-06-23,Store_C,Electronics,North,1252.83,4
2023-06-23,Store_C,Clothing,East,823.04,5
2023-06-23,Store_C,Home & Garden,West,617.26,5
2023-06-23,Store_C,Sports,West,417.65,5
2023-06-23,Store_C,Food & Beverages,West,1359.49,5
2023-06-24,Store_A,Electronics,South,1848.7,6
2023-06-24,Store_A,Clothing,East,1356.43,8
2023-06-24,Store_A,Home & Garden,South,760.65,6
2023-06-24,Store_A,Sports,North,475.96,5
2023-06-24,Store_A,Food & Beverages,East,1892.4,7
2023-06-24,Store_B,Electronics,West,1631.08,5
2023-06-24,Store_B,Clothing,West,926.76,5
2023-06-24,Store_B,Home & Garden,West,699.88,5
2023-06-24,Store_B,Sports,East,396.35,4
2023-06-24,Store_B,Food & Beverages,East,1375.48,5
2023-06-24,Store_C,Electronics,South,1259.03,4
2023-06-24,Store_C,Clothing,North,697.08,4
2023-06-24,Store_C,Home & Garden,North,497.63,4
2023-06-24,Store_C,Sports,East,369.61,4
2023-06-24,Store_C,Food & Beverages,West,1065.05,4
2023-06-25,Store_A,Electronics,East,1866.26,6
2023-06-25,Store_A,Clothing,South,1254.64,7
2023-06-25,Store_A,Home & Garden,East,853.02,7
2023-06-25,Store_A,Sports,East,502.58,6
2023-06-25,Store_A,Food & Beverages,South,1907.86,7
2023-06-25,Store_B,Electronics,West,1524.18,5
2023-06-25,Store_B,Clothing,South,844.32,5
2023-06-25,Store_B,Home & Garden,West,574.83,4
2023-06-25,Store_B,Sports,South,380.88,4
2023-06-25,Store_B,Food & Beverages,South,1293.21,5
2023-06-25,Store_C,Electronics,West,1270.7,4
2023-06-25,Store_C,Clothing,North,577.76,3
2023-06-25,Store_C,Home & Garden,East,577.18,4
2023-06-25,Store_C,Sports,West,325.25,4
2023-06-25,Store_C,Food & Beverages,South,1144.44,4
2023-06-26,Store_A,Electronics,East,2280.5,7
2023-06-26,Store_A,Clothing,South,1409.44,8
2023-06-26,Store_A,Home & Garden,West,1257.25,10
2023-06-26,Store_A,Sports,North,823.5,10
2023-06-26,Store_A,Food & Beverages,West,2040.19,8
2023-06-26,Store_B,Electronics,East,1967.47,6
2023-06-26,Store_B,Clothing,North,1141.4,7
